"","mean","sd","2.5%","97.5%","n_eff","Rhat4"
"psi[191]",0.289677989302333,0.224041210084054,-0.137986275,0.7253971,4074.07736806868,0.999525808712732
"psi[192]",0.299483854745667,0.23162521444987,-0.142657225,0.74995225,4074.07779905518,0.9995258100177
"psi[193]",0.304244782305333,0.235307391314338,-0.1449247,0.761874325,4074.07856224546,0.999525809315465
"psi[194]",0.298193521173333,0.230627238131482,-0.1420421,0.746721225,4074.0785264372,0.99952580965422
"psi[195]",0.302508111103,0.233964209338069,-0.144097525,0.757526275,4074.07847233049,0.999525809481701
"psi[196]",0.300777651922333,0.232625838118107,-0.14327335,0.75319225,4074.07818434194,0.999525808911833
"psi[197]",0.287572317476333,0.222412639267209,-0.136983075,0.720124075,4074.07875559911,0.999525808551305
"psi[198]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[199]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[200]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[201]",0.287152279057667,0.22208778510933,-0.136783025,0.719072075,4074.07869987454,0.999525810296021
"psi[202]",0.287152279057667,0.22208778510933,-0.136783025,0.719072075,4074.07869987454,0.999525810296021
"psi[203]",0.287152279057667,0.22208778510933,-0.136783025,0.719072075,4074.07869987454,0.999525810296021
"psi[204]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[205]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[206]",0.285057535962333,0.220467672491025,-0.135784825,0.713827025,4074.07800174621,0.999525809496969
"psi[207]",0.287152279057667,0.22208778510933,-0.136783025,0.719072075,4074.07869987454,0.999525810296021
"psi[208]",0.0859950893808667,0.066509864966378,-0.0409630925,0.215344225,4074.08031722269,0.999525808956801
"psi[209]",0.0851644988038333,0.0658674701533036,-0.0405674125,0.2132652,4074.07856053918,0.999525806227768
"psi[210]",0.0851644988038333,0.0658674701533036,-0.0405674125,0.2132652,4074.07856053918,0.999525806227768
"psi[211]",0.0848879541237333,0.0656535894998048,-0.0404356875,0.2125722,4074.0768392037,0.999525809023041
"psi[212]",0.0848879541237333,0.0656535894998048,-0.0404356875,0.2125722,4074.0768392037,0.999525809023041
"psi[213]",0.0846115641416,0.0654398219661224,-0.0403040575,0.2118802,4074.07967928123,0.999525811651414
"psi[214]",0.0835075867617667,0.0645859930429617,-0.03977825,0.2091152,4074.08042651218,0.999525811387343
"psi[215]",0.0835075867617667,0.0645859930429617,-0.03977825,0.2091152,4074.08042651218,0.999525811387343
"psi[216]",0.0832319914198,0.0643728461917896,-0.0396469225,0.208425175,4074.07667448502,0.999525806807423
"psi[217]",0.0832319914198,0.0643728461917896,-0.0396469225,0.208425175,4074.07667448502,0.999525806807423
"psi[218]",0.0829565449104667,0.0641598076320188,-0.0395156975,0.207735175,4074.07795648867,0.999525807562621
"psi[219]",0.0826812523624333,0.0639468940978084,-0.03938457,0.207046175,4074.08021727723,0.9995258118331
"psi[220]",0.0854412075948667,0.0660814846111497,-0.04069924,0.213957225,4074.07730744982,0.999525809593624
"psi[221]",0.0851644988038333,0.0658674701533036,-0.0405674125,0.2132652,4074.07856053918,0.999525806227768
"psi[222]",0.0791166748355,0.0611899977096136,-0.0376866225,0.198120125,4074.07759582464,0.999525811270715
